Date,Close,High,Low,Open,Volume,company_name,MA_10,MA_20,Daily_Return,Volatility,RSI,MACD,MACD_Signal,BB_Middle,BB_Upper,BB_Lower,MA_50
2010-09-08,1.3933329582214355,1.3966670036315918,1.3733329772949219,1.3773330450057983,4326000,TESLA,1.3513332843780517,1.301466590166092,0.017526729380981543,0.030604012138681573,67.14967318379452,0.013624185921164322,-0.0017669139007794503,1.301466590166092,1.435001602925678,1.167931577406506,1.3222399759292602
2010-09-09,1.380666971206665,1.4033329486846924,1.3793330192565918,1.399999976158142,5643000,TESLA,1.3567332863807677,1.3108332872390747,-0.009090423749782306,0.026860600153350404,65.04700164800053,0.015075431205487044,0.0016015551204738487,1.3108332872390747,1.4385873531480144,1.1830792213301349,1.317999975681305
2010-09-10,1.3446669578552246,1.3953330516815186,1.3173329830169678,1.3833329677581787,5799000,TESLA,1.3595332860946656,1.3193999826908112,-0.026074364131400518,0.027381945493184994,58.09384917076301,0.01316885101895271,0.0039150143001696214,1.3193999826908112,1.430182717166619,1.2086172482150033,1.3131199741363526
2010-09-13,1.3813329935073853,1.3933329582214355,1.3666670322418213,1.3926670551300049,5412000,TESLA,1.366333281993866,1.327399981021881,0.02726774495198714,0.02665820567854854,54.81235197907207,0.014449945158234057,0.0060220004717825085,1.327399981021881,1.4312566010802352,1.223543360963527,1.311466634273529
2010-09-14,1.4079999923706055,1.440000057220459,1.3686670064926147,1.369333028793335,9820500,TESLA,1.3746665835380554,1.3351999819278717,0.01930526454414827,0.026476041689307,67.1428325103648,0.017416261613617756,0.008300852700149559,1.3351999819278717,1.4386446926042882,1.2317552712514552,1.3140266346931457
2010-09-15,1.4653329849243164,1.4666670560836792,1.3860000371932983,1.3986669778823853,10269000,TESLA,1.3913331866264342,1.3446332812309265,0.04071945515935771,0.027438930776170597,68.05547578949003,0.024115394862278317,0.011463761132575311,1.3446332812309265,1.459393979106766,1.229872583355087,1.3218532943725585
2010-09-16,1.3960000276565552,1.5440000295639038,1.3893330097198486,1.476667046546936,40267500,TESLA,1.3945998907089234,1.3518666326999664,-0.04731549619170161,0.029479447879269337,58.94734690958137,0.02355835002021367,0.013882678910102983,1.3518666326999664,1.459906349383336,1.243826916016597,1.3287066340446472
2010-09-17,1.348667025566101,1.4213329553604126,1.3200000524520874,1.401332974433899,17977500,TESLA,1.3890665888786315,1.35666663646698,-0.033906161284188,0.030789201563146944,53.62524849946319,0.019077595632232658,0.01492166225452892,1.35666663646698,1.454165480259782,1.2591677926741778,1.3323999738693237
2010-09-20,1.4040000438690186,1.4233330488204956,1.343999981880188,1.378000020980835,14212500,TESLA,1.3891332983970641,1.3631999909877777,0.041027931471588897,0.03177969522008656,57.46550244911072,0.019763654530403407,0.015890060709703818,1.3631999909877777,1.4545015398017205,1.2718984421738349,1.3372799754142761
2010-09-21,1.3846670389175415,1.4366669654846191,1.378000020980835,1.3926670551300049,11940000,TESLA,1.390666699409485,1.365333342552185,-0.013769946116383935,0.02988496614518397,58.195728847648624,0.01853370421767986,0.016418789411299026,1.365333342552185,1.456543039577797,1.274123645526573,1.3422399759292603
2010-09-22,1.324666976928711,1.3966670036315918,1.3200000524520874,1.391332983970642,14443500,TESLA,1.3838001012802124,1.3675666928291321,-0.04333176157333496,0.02964750191385445,46.28210065886301,0.012572527897004804,0.015649537108440182,1.3675666928291321,1.4519074227531263,1.283225962905138,1.3445466566085815
2010-09-23,1.3040000200271606,1.3426669836044312,1.2999999523162842,1.3259999752044678,10021500,TESLA,1.3761334061622619,1.3664333462715148,-0.015601624605655506,0.02874692190703787,39.999957084481814,0.006110167802938937,0.013741663247339934,1.3664333462715148,1.4536483829702835,1.279218309572746,1.3441733169555663
2010-09-24,1.340000033378601,1.3459999561309814,1.309999942779541,1.3300000429153442,8683500,TESLA,1.3756667137145997,1.3675999999046327,0.02760737177802386,0.029359762495805106,44.08469450401844,0.0038492295600911497,0.011763176509890179,1.3675999999046327,1.452608362045024,1.2825916377642412,1.344453318119049
2010-09-27,1.3686670064926147,1.3873330354690552,1.3366669416427612,1.3600000143051147,6279000,TESLA,1.3744001150131226,1.3703666985034944,0.021393262985027306,0.029681587778896425,49.937167463835024,0.004320797401028198,0.010274700688117783,1.3703666985034944,1.4514496908252326,1.2892837061817561,1.3443066573143005
2010-09-28,1.4266669750213623,1.4326670169830322,1.3839999437332153,1.4026670455932617,18217500,TESLA,1.3762668132781983,1.3754666984081267,0.042376975738883216,0.030980187953546887,52.95515389678383,0.009267797644499698,0.010073320079394167,1.3754666984081267,1.4572748203980408,1.2936585764182127,1.3436266565322876
2010-09-29,1.4653329849243164,1.4686670303344727,1.408666968345642,1.4126670360565186,29539500,TESLA,1.3762668132781983,1.3837999999523163,0.02710233753211755,0.0308527252946083,57.17511014773516,0.016122504634982437,0.011283156990511821,1.3837999999523163,1.4666169475396025,1.30098305236503,1.3458666563034059
2010-09-30,1.3606669902801514,1.476667046546936,1.3459999561309814,1.4666670560836792,32937000,TESLA,1.372733509540558,1.3836667001247407,-0.07142812979779545,0.033679212957303604,51.21458229944795,0.012959845244116863,0.01161849464123283,1.3836667001247407,1.4666308071006697,1.3007025931488116,1.3461199951171876
2010-10-01,1.3733329772949219,1.3833329677581787,1.3539999723434448,1.3793330192565918,8965500,TESLA,1.37520010471344,1.3821333467960357,0.009308660462294727,0.03304355382743666,49.36974391367909,0.011344679782433253,0.011563731669472915,1.3821333467960357,1.4646474884625609,1.2996192051295106,1.3455866551399231
2010-10-04,1.3993330001831055,1.4113329648971558,1.3533329963684082,1.3619999885559082,9654000,TESLA,1.3747334003448486,1.3819333493709565,0.018932060409265317,0.033330483542625564,49.31647999229836,0.01202402855672502,0.011655791046923337,1.3819333493709565,1.4642502939182023,1.2996164048237107,1.3451866555213927
2010-10-05,1.4079999923706055,1.418666958808899,1.4006669521331787,1.409999966621399,4980000,TESLA,1.377066695690155,1.38386669754982,0.006193659540913998,0.0328383590674753,45.102514973181876,0.013110639895623333,0.011946760816663337,1.38386669754982,1.466751934700284,1.300981460399356,1.3454133152961731
2010-10-06,1.3639999628067017,1.4173330068588257,1.3546669483184814,1.4040000438690186,4701000,TESLA,1.380999994277954,1.3824000477790832,-0.03125002116642228,0.03342372093513264,47.14284132932448,0.01030259069569528,0.011617926792469726,1.3824000477790832,1.4656174268854385,1.299182668672728,1.3452933144569397
2010-10-07,1.3619999885559082,1.3760000467300415,1.3559999465942383,1.3713330030441284,2115000,TESLA,1.3867999911308289,1.3814666986465454,-0.00146625682208823,0.03336433306887388,51.295304984130205,0.007825601602290178,0.010859461754433817,1.3814666986465454,1.4651831548420184,1.2977502424510723,1.3449066543579102
2010-10-08,1.3619999885559082,1.3860000371932983,1.3593330383300781,1.3619999885559082,4017000,TESLA,1.3889999866485596,1.3823333501815795,0.0,0.032802530986019277,45.428137350265594,0.0057957599866331755,0.00984672140087369,1.3823333501815795,1.464795238171942,1.299871462191217,1.345013313293457
2010-10-11,1.3493330478668213,1.3799999952316284,1.3380000591278076,1.3626669645309448,2568000,TESLA,1.3870665907859803,1.3807333528995513,-0.009300250216974892,0.032285673476771304,46.09712272370673,0.0031289114865005185,0.008503159417999055,1.3807333528995513,1.464508293915135,1.2969584118839677,1.3454133152961731
2010-10-12,1.3493330478668213,1.3519999980926514,1.335332989692688,1.3466670513153076,3660000,TESLA,1.3793331980705261,1.3778000056743622,0.0,0.03194380544398545,53.14084737941419,0.0010038431574905804,0.007003296165897361,1.3778000056743622,1.4616633814515154,1.293936629897209,1.3445066356658935
2010-10-13,1.369333028793335,1.3899999856948853,1.3573329448699951,1.3760000467300415,4773000,TESLA,1.369733202457428,1.373000007867813,0.014822123387648434,0.030634612625657212,58.33331559380535,0.0009229038493272501,0.0057872177025833395,1.373000007867813,1.4460622454994714,1.2999377702361548,1.3426266360282897
